customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
2995-FONKU,2021-09-26,Referral,2022-09-26,Basic,Annual,2024-05-31,Service Quality,9.6,94.0,64,1,Nisha,India,Delhi,Female,1984-04-27,2025-11-30,N,46.0,1.0
7994-GUFKA,2025-03-17,Paid,2026-03-17,Standard,Annual,2026-08-04,Too Expensive,14.46,943.0,73,1,Priya,India,West Bengal,Female,1984-06-07,2026-06-23,Y,62.0,2.0
3419-YLSCQ,2021-03-14,Paid,2021-04-13,Premium,Monthly,,,23.14,,50,0,Rahul,India,West Bengal,Female,1976-02-19,2026-04-19,Y,40.0,1.0
3730-TYNCM,2025-08-19,Paid,2026-08-19,Premium,Annual,2026-08-16,Forgot To Cancel Trial,23.04,1543.0,83,1,Pooja,Nepal,Kathmandu,Female,2004-02-01,,,,
1252-LBQIF,2021-01-19,Organic,2022-01-19,Standard,Annual,2024-04-30,Service Quality,12.66,813.0,36,1,Neha,India,West Bengal,Male,1986-12-18,2026-04-01,Y,86.0,2.0
0196-XVVBJ,2025-10-09,Paid,2025-11-08,Basic,Monthly,2026-06-04,Poor Support,6.45,363.0,87,1,Sanjay,India,Karnataka,Female,1980-01-16,2024-07-22,N,55.0,1.0
9713-PDDGZ,2022-06-19,Referral,2023-06-19,Standard,Annual,,,12.67,1096.0,83,0,Ananya,India,Telangana,Male,1995-03-03,2025-05-16,N,82.0,2.0
1715-XRXVI,2025-06-25,Organic,2025-07-25,Standard,Monthly,2026-04-10,Too Expensive,12.67,771.0,78,1,Arjun,India,Meghalaya,Female,1998-08-11,2023-10-15,N,58.0,1.0
8282-EHFDC,2022-07-21,Paid,2022-08-20,Basic,Monthly,2025-01-18,Poor Streaming Quality,5.59,516.0,10,1,Neha,India,Uttar Pradesh,Male,1987-06-21,2024-11-16,Y,100.0,2.0
1893-DJBBZ,2024-04-02,Paid,2024-05-02,Premium,Monthly,,,23.27,1207.0,70,0,Amit,India,Kerala,Female,1971-08-29,2026-05-20,Y,71.0,2.0
0898-BADNV,2026-05-30,Organic,2026-06-29,Standard,Monthly,,,16.78,1141.0,20,0,Kavya,India,Kerala,Male,1991-04-22,2025-10-30,N,47.0,2.0
7354-PCUAQ,2025-12-30,Referral,2026-01-29,Standard,Monthly,,,15.15,761.0,53,0,Aditya,India,Punjab,Male,2003-11-23,2025-02-17,N,58.0,1.0
4107-WHQLN,2023-10-08,Paid,2023-11-07,Standard,Monthly,2024-10-19,Too Expensive,16.44,996.0,60,1,Arjun,India,Telangana,Male,1995-10-09,,,,
9388-SKLSI,2025-12-26,Organic,2026-12-26,Basic,Annual,,,5.6,268.0,44,0,Amit,Nepal,Kathmandu,Male,1995-12-08,,,,
1698-MBEKU,2021-12-19,,2022-01-18,Standard,Monthly,,,11.83,1342.0,73,0,Nisha,India,Kerala,Male,1975-04-17,2026-05-14,N,19.0,2.0
7818-GKDTG,2026-04-07,Organic,2027-04-07,Standard,Annual,,,14.11,628.0,86,0,Vivaan,India,Karnataka,Female,2006-11-20,2025-05-14,Y,14.0,2.0
7999-VRIYR,2021-05-03,Organic,2022-05-03,Standard,Annual,2023-06-13,Too Expensive,13.4,566.0,82,1,Meera,India,Meghalaya,Female,1996-08-23,2024-07-29,N,95.0,1.0
6466-WWCWT,2022-01-13,Paid,2023-01-13,Standard,Annual,,,11.7,479.0,83,0,Sneha,India,Meghalaya,Male,1983-09-14,2025-07-05,N,91.0,1.0
2084-HTFLR,2025-06-20,Refferal,2026-06-20,,Annual,,,14.72,948.0,73,0,Karan,India,Gujarat,Male,1976-11-29,2024-06-06,N,58.0,1.0
6512-XCHZO,2021-08-21,Paid,2021-09-20,Standard,Monthly,,,16.11,901.0,35,0,Priya,India,Tamil Nadu,Male,1998-11-08,2024-05-29,N,42.0,1.0
2504-HIOHQ,2021-09-16,Organic,2021-10-16,Basic,Monthly,2024-06-25,Switched To Competitor,8.07,,19,1,Meera,India,Punjab,Male,2004-06-08,2026-06-19,N,21.0,2.0
4465-PEQYD,2023-10-08,Organic,2023-11-07,Standard,Monthly,2024-06-10,Not Enough Content,13.76,730.0,16,1,Ananya,India,Haryana,Male,2002-04-21,2026-05-09,N,42.0,2.0
3290-SQROR,2024-05-01,Referral,2024-05-31,Standard,Monthly,,,13.26,927.0,46,0,Neha,India,Haryana,Female,1995-03-25,2025-12-07,N,80.0,2.0
6102-BTLBK,2021-01-11,Paid,2022-01-11,Premium,Annual,2024-10-25,Not Enough Content,21.54,1661.0,96,1,Arjun,India,Meghalaya,Male,1991-01-23,2024-10-18,Y,49.0,2.0
4364-CZFIL,2022-01-08,Organic,2022-02-07,Standard,Monthly,,,14.65,548.0,59,0,Riya,India,Maharashtra,Female,2003-08-30,2025-11-11,N,47.0,1.0
8328-TUGVV,2021-04-19,Referral,2021-05-19,Standard,Monthly,,,11.74,852.0,39,0,Meera,India,West Bengal,Female,2001-07-28,2025-04-19,N,91.0,2.0
4650-OATYM,2024-07-01,Organic,2024-07-31,Premium,Monthly,,,23.0,1201.0,96,0,Pooja,India,Haryana,Female,1999-08-23,2026-07-16,N,60.0,2.0
5415-MCQSY,2025-07-25,Organic,2026-07-25,Standard,Annual,,,13.36,896.0,87,0,Pooja,India,Kerala,Female,1973-03-04,2024-04-23,Y,86.0,3.0
9298-MYNQP,2021-01-08,Organic,2021-02-07,Standard,Monthly,,,13.47,1005.0,63,0,Arjun,India,Nagaland,Male,1973-01-17,2024-06-03,Y,43.0,1.0
9985-TDBKN,2022-12-11,Organic,2023-01-10,Standard,Monthly,,,11.73,594.0,62,0,Sneha,India,Telangana,Female,1999-08-12,,,,
6693-MNXIM,2023-06-22,Organic,2023-07-22,Standard,Monthly,,,15.14,598.0,52,0,Vikram,India,Telangana,Female,1983-11-01,2025-04-21,N,94.0,3.0
5583-MZZNL,2024-02-14,Organic,2024-03-15,Basic,Monthly,2024-08-15,Switched To Competitor,7.3,648.0,15,1,Amit,India,Meghalaya,Male,1983-03-12,2026-02-03,Y,15.0,2.0
5898-ELFDC,2026-07-14,Organic,2027-07-14,Basic,Annual,,,10.6,197.0,8,0,Vikram,Nepal,Kathmandu,Female,1981-07-18,2025-02-05,N,56.0,1.0
5879-AQLJU,2025-01-08,Organic,2025-02-07,Standard,Monthly,2026-05-22,Poor Support,13.49,877.0,60,1,Rohan,Nepal,Kathmandu,Female,1998-05-06,2026-04-13,N,87.0,1.0
5398-TSAFO,2025-07-08,Organic,2025-08-07,Basic,Monthly,2026-05-22,Poor Support,12.36,666.0,29,1,Meera,India,Tamil Nadu,Female,1985-01-31,2025-12-15,N,41.0,2.0
9755-ECYZE,2023-06-20,Refferal,2024-06-19,Standard,Annual,,,13.42,862.0,73,0,Sneha,India,Kerala,Male,1979-02-27,2024-10-04,N,9.0,2.0
4031-QFIKQ,2021-01-07,Organic,2021-02-06,Basic,Monthly,2024-03-14,Poor Support,4.99,680.0,78,1,Rohan,India,Karnataka,Female,1990-03-28,2025-07-16,N,74.0,2.0
3096-KHTDF,2023-01-14,Referral,2024-01-14,Basic,Annual,,,7.3,606.0,60,0,Kavya,India,Gujarat,Female,2005-11-18,2026-06-06,N,44.0,2.0
2517-XYNET,2021-07-27,Organic,2022-07-27,Standard,Annual,,,12.74,1045.0,93,0,Sneha,India,Delhi,Male,2003-07-05,2024-03-12,N,33.0,1.0
4932-WJZUF,2022-09-29,Organic,2022-10-29,Standard,Monthly,,,12.33,20.0,66,0,Meera,India,Kerala,Male,1971-08-07,2025-10-12,N,68.0,1.0
7261-HJGRG,2023-02-11,Paid,2023-03-13,Standard,Monthly,,,14.96,748.0,60,0,Kavya,India,Tamil Nadu,Female,1976-04-12,2023-08-27,N,58.0,1.0
6396-PTZAZ,2025-10-25,Organic,2025-11-24,Premium,Monthly,2025-12-31,Forgot To Cancel Trial,22.22,953.0,8,1,Pooja,India,Uttar Pradesh,Male,1995-08-15,2023-03-26,N,38.0,1.0
1114-NIQSW,2023-12-10,Paid,2024-01-09,Basic,Monthly,2024-06-24,Poor Streaming Quality,7.99,269.0,94,1,Sanjay,India,Gujarat,Female,1981-07-02,2024-05-12,N,88.0,2.0
4033-YIFJN,2021-08-01,Referral,2021-08-31,Basic,Monthly,,,5.59,580.0,53,0,Sneha,India,Telangana,Male,1979-07-30,2025-11-13,N,30.0,1.0
6688-VFHYL,2023-04-20,Organic,2024-04-19,Standard,Annual,,,15.77,251.0,43,0,Nisha,India,Tamil Nadu,Female,1971-02-27,2025-08-26,N,82.0,1.0
2433-ZLZXX,2024-09-08,Organic,2024-10-08,Standard,Monthly,2025-10-17,Forgot To Cancel Trial,16.43,702.0,32,1,Karan,India,Haryana,Female,1970-08-28,2026-06-29,N,38.0,2.0
5827-UYGAI,2025-05-18,Refferal,2025-06-17,Standard,Monthly,2025-10-09,Poor Support,14.05,402.0,22,1,Kavya,India,Tamil Nadu,Female,1991-04-23,2026-06-27,N,18.0,2.0
6377-OCOEN,2021-08-23,Organic,2022-08-23,Standard,Annual,2021-09-14,Too Expensive,12.52,667.0,59,1,Rahul,India,Kerala,Female,2006-05-16,2025-10-07,N,7.0,2.0
5766-QKKRT,2021-06-25,Referral,2021-07-25,Premium,Monthly,2021-06-12,Too Expensive,22.53,1259.0,8,1,Ishita,India,Punjab,Male,2005-04-24,,,,
8081-ILIND,2023-10-10,Paid,2024-10-09,Standard,Annual,,,13.9,762.0,86,0,Sneha,India,Punjab,Male,1993-12-31,2025-06-16,N,28.0,4.0
4314-ENWZL,2024-05-30,Organic,2024-06-29,Basic,Monthly,2025-03-17,Poor Streaming Quality,6.18,20.0,93,1,Neha,India,Telangana,Male,2010-06-30,2026-01-08,N,25.0,5.0
0585-FCTZO,2021-04-22,Organic,2022-04-22,Basic,Annual,,,6.52,655.0,11,0,Rohan,India,Karnataka,Male,1986-08-16,2025-11-14,N,20.0,1.0
1788-AZICE,2026-01-26,Organic,2027-01-26,Basic,Annual,2026-02-27,Switched To Competitor,7.28,562.0,28,1,Riya,India,Telangana,Male,2006-11-25,2023-09-07,N,45.0,1.0
2570-RXHRB,2026-05-25,Paid,2027-05-25,Premium,Annual,2026-07-20,Forgot To Cancel Trial,20.87,1488.0,84,1,Kavya,India,Punjab,Female,2001-08-30,2025-02-27,N,68.0,2.0
0124-BYPUA,2023-05-22,Paid,2024-05-21,Standard,Annual,,,13.87,709.0,23,0,Ananya,India,Nagaland,Male,1972-06-11,2025-11-18,N,10.0,2.0
0245-WCENP,2022-11-04,Organic,2022-12-04,Basic,Monthly,,,6.82,373.0,86,0,Rohan,India,Telangana,Female,1990-06-27,2023-06-16,N,38.0,1.0
2307-LRLJB,2023-09-02,Organic,2023-10-02,Basic,Monthly,,,5.94,108.0,89,0,Amit,India,Punjab,Female,2004-08-02,2026-07-10,N,6.0,3.0
4531-UQXDA,2021-09-26,Organic,2021-10-26,Basic,Monthly,,,7.87,556.0,78,0,Rohan,India,West Bengal,Female,1984-12-01,2024-09-03,Y,100.0,1.0
5491-EPXIO,2023-05-02,Organic,2023-06-01,Premium,Monthly,2024-11-19,Too Expensive,21.94,1645.0,12,1,Aarav,India,Rajasthan,Male,1981-05-09,2024-02-21,Y,43.0,2.0
6823-DXFVR,2025-10-01,Paid,2026-10-01,Basic,Annual,,,7.25,208.0,60,0,Rohan,Nepal,Kathmandu,Female,1993-09-03,2025-04-25,N,21.0,1.0
1430-SFPYY,2022-10-11,Paid,2022-11-10,Standard,Monthly,,,14.12,703.0,95,0,Pooja,India,Gujarat,Female,1978-05-20,2024-12-31,N,79.0,3.0
8714-MOHXM,2021-03-05,Paid,2021-04-04,Premium,Monthly,,,24.04,1495.0,52,0,Karan,India,Meghalaya,Female,2004-11-11,2024-09-15,Y,86.0,2.0
7720-JTFTB,2021-08-31,Referral,2022-08-31,Basic,Annual,,,6.11,620.0,46,0,Amit,Nepal,Kathmandu,Female,1976-04-19,2024-04-12,Y,40.0,1.0
1069-JMSJA,2023-03-20,Paid,2023-04-19,Standard,Monthly,,,11.74,501.0,22,0,Arjun,India,Delhi,Female,1988-02-27,2025-12-13,N,28.0,2.0
3269-LOQGP,2024-10-09,Refferal,2025-10-09,Standard,Annual,2026-03-29,Forgot To Cancel Trial,15.41,899.0,3,1,Nisha,India,Gujarat,Female,1983-03-31,2024-09-29,N,64.0,2.0
6324-UNVFS,2021-04-23,Refferal,2021-05-23,Basic,Monthly,,,9.13,378.0,3,0,Neha,India,Gujarat,Female,1983-09-22,2025-01-22,N,49.0,1.0
0481-CWMQP,2021-10-01,Referral,2022-10-01,Standard,Annual,2023-12-23,Forgot To Cancel Trial,11.03,1100.0,33,1,Vikram,India,Nagaland,Male,1990-04-28,2026-01-16,N,68.0,2.0
6955-GEBWF,2024-05-17,Paid,2024-06-16,Premium,Monthly,,,22.73,1143.0,58,0,Neha,India,Haryana,Female,2005-07-20,2025-11-21,Y,80.0,3.0
5761-LEKCE,2026-04-06,Paid,2027-04-06,Basic,Annual,,,5.21,338.0,53,0,Riya,India,Haryana,Female,1974-08-17,2025-06-30,Y,98.0,1.0
1417-VOYLF,2024-04-09,Organic,2025-04-09,Standard,Annual,2024-11-08,Service Quality,9.96,508.0,9,1,Pooja,India,Meghalaya,Male,2007-01-02,2026-07-09,N,25.0,1.0
6094-YNAHY,2025-06-20,Paid,2026-06-20,Basic,Annual,,,7.41,261.0,50,0,Kavya,India,Haryana,Female,1985-08-19,2025-10-26,N,45.0,2.0
5194-YNAWT,2022-07-01,Organic,2023-07-01,Premium,Annual,,,20.82,2018.0,11,0,Sanjay,India,Delhi,Male,2004-11-10,,,,
7158-ZFXGZ,2026-02-05,Refferal,2027-02-05,Standard,Annual,,,12.51,361.0,4,0,Vivaan,India,West Bengal,Female,1977-10-24,2026-01-14,N,84.0,2.0
1933-OUCBW,2025-05-01,Paid,2025-05-31,Basic,Monthly,2025-11-06,Too Expensive,8.53,57.0,55,1,Ananya,India,Tamil Nadu,Male,1973-10-09,2023-11-16,N,32.0,2.0
0626-PYPMK,2021-12-04,Paid,2022-01-03,Premium,Monthly,2022-12-28,Poor Support,24.08,1434.0,65,1,Rahul,India,Nagaland,Male,1979-06-26,,,,
6389-ONDRT,2023-11-19,Referral,2024-11-18,Basic,Annual,2024-10-06,Poor Streaming Quality,5.49,368.0,26,1,Neha,India,Punjab,Male,1983-11-04,2026-05-12,N,6.0,1.0
7094-BSSEW,2021-07-14,Organic,2022-07-14,Basic,Annual,,,5.54,109.0,20,0,Pooja,India,Punjab,Female,2002-04-25,2025-07-24,N,16.0,1.0
5249-MSNOI,2022-10-25,Paid,2023-10-25,Basic,Annual,2025-08-19,Not Enough Content,7.18,389.0,6,1,Pooja,India,Maharashtra,Male,2003-10-08,2025-04-14,N,93.0,1.0
9279-ZDTAJ,2022-03-24,Organic,2023-03-24,Standard,Annual,,,12.51,563.0,74,0,Aarav,India,Delhi,Female,1983-02-24,2023-03-03,N,35.0,1.0
9699-EJFSM,2025-01-17,Refferal,2025-02-16,Standard,Monthly,,,13.58,623.0,16,0,Amit,India,Nagaland,Female,1979-05-20,2024-12-08,Y,45.0,1.0
5940-YNTCF,2023-11-25,Paid,2023-12-25,Premium,Monthly,2026-08-01,Switched To Competitor,22.77,1423.0,50,1,Ananya,India,Delhi,Male,2001-10-05,2026-06-14,N,87.0,2.0
9468-WRJFW,2021-03-25,Refferal,2021-04-24,Standard,Monthly,2023-04-14,Not Enough Content,9.69,651.0,35,1,Arjun,India,Rajasthan,Male,1999-11-22,2024-10-16,N,82.0,2.0
7857-GPQMY,2023-01-18,Organic,2024-01-18,Premium,Annual,2024-07-15,Forgot To Cancel Trial,26.13,1639.0,63,1,Meera,India,Delhi,Female,1994-03-28,2024-07-26,Y,63.0,2.0
1261-GCSQZ,2022-09-10,Paid,2022-10-10,Standard,Monthly,,,14.75,694.0,55,0,Amit,India,Rajasthan,Female,1983-12-02,2025-09-15,N,74.0,3.0
5433-DLCRR,2021-04-07,Organic,2021-05-07,Standard,Monthly,,,14.33,790.0,45,0,Riya,India,Haryana,Male,1993-02-12,2025-01-25,Y,6.0,1.0
8579-IIBKM,2021-04-09,Organic,2022-04-09,Basic,Annual,,,7.29,92.0,17,0,Meera,India,Punjab,Male,1983-09-29,,,,
7549-TDHNI,2025-12-04,Paid,2026-01-03,Basic,Monthly,2026-08-30,Too Expensive,6.73,336.0,63,1,Vikram,India,Punjab,Male,2001-09-15,2026-01-20,Y,48.0,2.0
0278-VTNIV,2022-01-13,Paid,2022-02-12,Standard,Monthly,,,11.8,737.0,64,0,Rohan,India,Delhi,Female,1999-08-15,2025-06-01,Y,35.0,2.0
0375-LUYGQ,2025-01-29,Organic,2025-02-28,Premium,Monthly,2026-02-25,Switched To Competitor,25.78,1213.0,77,1,Arjun,India,Meghalaya,Female,1988-09-27,,,,
1916-DJXRM,2022-02-01,Paid,2022-03-03,Basic,Monthly,2022-02-03,Forgot To Cancel Trial,7.16,253.0,39,1,Priya,India,Karnataka,Male,1989-07-02,,,,
2845-DHDER,2023-04-17,Organic,2023-05-17,Standard,Monthly,,,13.6,1197.0,87,0,Nisha,India,Rajasthan,Female,1982-03-05,2024-02-03,N,78.0,2.0
1347-BOHLD,2023-01-29,Organic,2024-01-29,Standard,Annual,,,14.91,909.0,20,0,Vikram,India,Haryana,Male,1986-08-09,2025-12-12,N,84.0,3.0
2118-LRKON,2022-12-31,Refferal,2023-12-31,Standard,Annual,,,16.45,277.0,17,0,Meera,India,Karnataka,Male,2004-09-01,2023-01-20,N,70.0,1.0
2705-HLARP,2026-04-24,Paid,2027-04-24,Basic,Annual,,,5.41,115.0,45,0,Aarav,India,Meghalaya,Male,1994-06-24,,,,
3077-JIQTC,2021-06-03,Referral,2022-06-03,Basic,Annual,2022-10-22,Service Quality,8.14,576.0,26,1,Priya,India,Delhi,Male,1978-03-19,2026-02-16,N,12.0,1.0
4146-ALGIL,2021-07-27,Organic,2021-08-26,Standard,Monthly,2022-11-22,Poor Support,14.13,1136.0,42,1,Ishita,India,Haryana,Female,2000-01-25,,,,
3253-KTVAJ,2022-05-19,Organic,2022-06-18,Premium,Monthly,,,25.58,1352.0,13,0,Sanjay,India,Haryana,Male,1986-01-04,2025-10-20,N,67.0,3.0
8471-NFPDA,2025-07-17,Refferal,2025-08-16,Premium,Monthly,,,24.06,1827.0,52,0,Neha,India,Maharashtra,Female,1974-11-09,2023-03-30,N,53.0,1.0
6332-NTIWK,2022-02-15,Organic,2023-02-15,Basic,Annual,2023-11-21,Forgot To Cancel Trial,10.32,472.0,33,1,Pooja,India,Rajasthan,Female,1988-12-31,2026-01-21,N,35.0,2.0
7385-CCUVY,2023-05-20,Organic,2023-06-19,,Monthly,,,4.99,402.0,91,0,Vikram,India,Haryana,Male,1973-12-01,,,,
3262-AZPGT,2025-12-27,Organic,2026-01-26,Standard,Monthly,,,14.08,807.0,13,0,Priya,India,Kerala,Female,1982-09-19,2026-03-03,N,25.0,2.0
9040-HUUNQ,2025-08-08,Organic,2026-08-08,Basic,Annual,,,7.33,430.0,36,0,Riya,India,Maharashtra,Female,1973-11-20,2026-02-15,N,32.0,2.0
2712-YZZTB,2025-10-25,Organic,2026-10-25,Premium,Annual,2025-10-14,Too Expensive,23.3,1568.0,91,1,Sanjay,Nepal,Kathmandu,Female,1971-12-06,2025-03-31,N,63.0,1.0
3679-LYOND,2021-05-18,Refferal,2021-06-17,Standard,Monthly,,,17.32,618.0,12,0,Nisha,India,Telangana,Male,1998-10-03,2025-03-12,Y,10.0,2.0
7941-ICZEA,2021-05-09,Paid,2022-05-09,Premium,Annual,,,26.04,1461.0,67,0,Vikram,India,Meghalaya,Female,2009-08-09,2025-05-16,N,98.0,1.0
0800-LCVNI,2025-12-15,Organic,2026-01-14,Basic,Monthly,2026-04-23,Forgot To Cancel Trial,8.77,479.0,56,1,Arjun,India,Maharashtra,Male,2003-10-15,2025-12-01,Y,69.0,1.0
0055-MDZHM,2024-08-05,Referral,2025-08-05,Premium,Annual,,,23.3,1251.0,13,0,Karan,India,Karnataka,Female,1993-10-17,,,,
0209-DFBSY,2022-11-08,Referral,2023-11-08,Premium,Annual,,,26.36,1589.0,91,0,Arjun,India,Kerala,Male,1986-12-20,2025-11-03,N,43.0,2.0
9852-GUNBC,2024-03-25,Organic,2024-04-24,Premium,Monthly,,,23.57,1265.0,61,0,Aarav,India,Uttar Pradesh,Male,1982-09-24,2026-05-23,N,73.0,1.0
5488-LAYSN,2024-04-26,Organic,2025-04-26,Standard,Annual,,,14.54,1049.0,4,0,Kavya,India,Gujarat,Female,1995-07-14,,,,
9869-ZZGWN,2025-01-16,Paid,2026-01-16,Standard,Annual,,,12.0,246.0,9,0,Riya,India,Rajasthan,Male,2009-05-28,2025-01-16,N,95.0,2.0
7266-WELDH,2025-12-13,Organic,2026-12-13,Basic,Annual,2026-04-28,Forgot To Cancel Trial,7.01,468.0,4,1,Pooja,India,Gujarat,Male,1987-08-21,2025-10-25,N,34.0,2.0
4148-WWKIN,2022-09-20,Refferal,2022-10-20,Standard,Monthly,2025-03-28,Switched To Competitor,15.55,698.0,26,1,Aarav,India,Delhi,Female,2008-05-31,2023-04-01,N,80.0,1.0
9119-ZFESH,2022-07-03,Organic,2022-08-02,Premium,Monthly,,,24.84,1532.0,26,0,Riya,India,Gujarat,Male,1970-06-27,2025-11-10,Y,63.0,2.0
2016-AKKOF,2022-05-06,Paid,2022-06-05,Premium,Monthly,2025-12-31,Forgot To Cancel Trial,20.29,1262.0,67,1,Neha,Nepal,Kathmandu,Male,1984-01-11,2026-01-23,N,25.0,2.0
7149-RMENR,2022-08-28,Paid,2023-08-28,Standard,Annual,,,13.5,718.0,12,0,Aarav,India,Punjab,Male,1970-01-24,2024-05-09,N,31.0,1.0
3741-GNJKJ,2021-01-31,Organic,2021-03-02,Premium,,,,22.89,1767.0,3,0,Aarav,India,Tamil Nadu,Female,1971-11-03,2025-03-31,N,23.0,2.0
3051-SLMQJ,2022-02-15,Organic,2023-02-15,Basic,Annual,,,6.39,338.0,96,0,Rohan,Nepal,Kathmandu,Female,1996-03-26,2025-06-04,N,35.0,2.0
1031-WBOGF,2024-12-24,Organic,2025-12-24,Basic,Annual,,,11.52,20.0,6,0,Sanjay,India,Karnataka,Female,2001-09-28,2024-11-30,N,57.0,1.0
0442-XLITB,2026-05-20,Refferal,2026-06-19,Standard,Monthly,,,14.47,,73,0,Sanjay,India,Haryana,Female,1996-10-15,2024-11-26,N,86.0,2.0
5655-MODYG,2024-02-13,Refferal,2025-02-12,Standard,Annual,,,15.6,892.0,41,0,Rahul,India,Rajasthan,Male,1990-02-06,,,,
6791-TIDHU,2021-07-20,Refferal,2021-08-19,Basic,Monthly,2025-05-13,Not Enough Content,8.22,27.0,17,1,Pooja,India,Telangana,Female,2001-05-15,2025-12-06,Y,39.0,4.0
9066-YFPDS,2023-07-28,Organic,2023-08-27,Premium,Monthly,,,22.86,1492.0,51,0,Aditya,India,Uttar Pradesh,Female,1997-09-08,2024-04-15,Y,31.0,2.0
4172-SRZMI,2022-01-15,Paid,2022-02-14,Standard,Monthly,2026-06-27,Forgot To Cancel Trial,15.34,442.0,23,1,Vikram,India,Gujarat,Female,1978-02-15,2026-06-19,N,77.0,2.0
5278-ECNVN,2022-04-25,Organic,2023-04-25,Standard,Annual,2023-07-11,Poor Support,18.24,395.0,53,1,Pooja,India,Punjab,Female,2008-04-29,2024-08-24,N,57.0,2.0
7823-ELPJA,2024-01-28,Organic,2025-01-27,,Annual,,,11.05,332.0,95,0,Sanjay,India,Meghalaya,Male,1996-06-09,2025-01-11,N,9.0,1.0
0756-YPGGB,2023-01-24,Paid,2023-02-23,Basic,Monthly,,,7.53,50.0,2,0,Meera,India,Maharashtra,Female,2002-05-01,2026-06-07,N,69.0,1.0
9448-CTGIH,2023-07-15,Referral,2023-08-14,Premium,Monthly,,,27.16,1564.0,60,0,Sneha,India,Karnataka,Female,1998-07-26,2026-05-22,N,45.0,2.0
8248-AJHHF,2024-07-02,Paid,2024-08-01,,Monthly,,,,1418.0,20,0,Pooja,India,Punjab,Male,1980-02-16,2025-01-10,N,15.0,2.0
9125-JKKZI,2022-04-25,Organic,2023-04-25,Basic,Annual,,,6.87,130.0,73,0,Rohan,India,Punjab,Male,1993-10-30,2024-07-31,N,24.0,1.0
3432-IICPA,2022-04-02,Refferal,2022-05-02,Premium,Monthly,,,23.71,1670.0,58,0,Kavya,India,Punjab,Female,1991-07-27,2024-02-23,Y,72.0,1.0
2277-FHTPZ,2026-04-23,Paid,2027-04-23,Premium,Annual,,,24.8,1352.0,24,0,Rohan,India,West Bengal,Female,2007-07-08,2025-12-02,Y,40.0,5.0
3527-YBNUN,2025-09-12,Organic,2025-10-12,Premium,Monthly,,,19.44,1313.0,44,0,Ishita,Nepal,Kathmandu,Female,1988-08-07,,,,
9333-IAUBT,2022-05-21,Refferal,2022-06-20,Standard,Monthly,,,15.09,594.0,10,0,Ishita,India,Nagaland,Male,1977-03-25,2023-04-06,N,25.0,1.0
7339-VMXEL,2024-06-25,Refferal,2025-06-25,Standard,Annual,2026-07-08,Poor Support,13.87,1278.0,22,1,Rahul,India,Nagaland,Male,1985-02-07,2026-05-11,N,12.0,2.0
1239-TSUTI,2021-03-23,Organic,2022-03-23,Premium,Annual,,,23.11,1689.0,27,0,Kavya,India,Tamil Nadu,Female,1979-02-28,2023-08-07,N,34.0,2.0
0702-YMCYZ,2022-11-16,Referral,2023-11-16,Standard,Annual,,,10.53,985.0,5,0,Vikram,Nepal,Kathmandu,Female,2009-02-02,2026-04-22,N,82.0,1.0
4467-UACHR,2021-10-17,Organic,2022-10-17,Basic,Annual,,,4.99,573.0,93,0,Amit,India,Tamil Nadu,Male,1985-01-12,2025-04-11,Y,44.0,1.0
1354-ARUTU,2021-09-27,Referral,2021-10-27,Standard,,,,14.71,734.0,21,0,Riya,India,Kerala,Male,1977-01-21,2024-05-24,N,54.0,2.0
8032-PNWJC,2022-08-29,Organic,2023-08-29,Standard,Annual,,,13.85,944.0,49,0,Priya,India,Uttar Pradesh,Female,1998-04-12,2025-05-15,N,55.0,5.0
7524-HZKWB,2025-12-14,Paid,2026-01-13,Standard,Monthly,,,13.39,951.0,16,0,Amit,India,Punjab,Male,2002-07-17,2024-05-02,N,96.0,1.0
6599-LMGZK,2022-01-08,Referral,2023-01-08,Basic,Annual,,,6.94,219.0,95,0,Neha,Nepal,Kathmandu,Female,1994-04-19,2026-02-12,N,88.0,2.0
8507-LBWEH,2024-12-06,Paid,2025-01-05,Standard,Monthly,,,16.57,889.0,18,0,Nisha,India,Tamil Nadu,Female,1982-11-29,,,,
8613-XXLTI,2022-11-25,Organic,2022-12-25,Basic,Monthly,2024-04-23,Poor Support,6.95,385.0,71,1,Aditya,India,Nagaland,Female,2002-09-08,2025-10-06,N,50.0,2.0
7409-NBKMG,2025-05-05,Organic,2025-06-04,Standard,Monthly,,,12.2,741.0,85,0,Sneha,India,Rajasthan,Male,1994-08-05,2026-05-05,N,44.0,1.0
3759-NBDTJ,2023-04-28,Refferal,2023-05-28,Basic,Monthly,,,4.99,389.0,100,0,Nisha,India,Rajasthan,Male,1984-01-27,2024-03-27,N,51.0,2.0
6092-OOKMV,2025-06-09,Paid,2025-07-09,Basic,Monthly,,,7.77,250.0,73,0,Ananya,India,Telangana,Female,1974-02-27,2025-03-23,Y,87.0,2.0
9650-GRZAU,2024-04-27,Organic,2024-05-27,Premium,Monthly,2026-01-07,Poor Streaming Quality,22.93,1672.0,78,1,Vikram,India,Haryana,Female,1981-06-09,2023-12-16,N,41.0,1.0
